date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:16:02	336/336	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:16:01%20GMT	https://game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/ElDorado%20Busidol%20(1)/game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.d.delayed	(from https://game.busidol.com/BUSIDOL_GAME_GLO/css/bootstrap.min.css)
14:16:04	336/336	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:16:03%20GMT	https://game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/ElDorado%20Busidol%20(1)/game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.e.delayed	(from https://game.busidol.com/BUSIDOL_GAME_GLO/css/bootstrap.min.css)
14:16:06	334/334	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:16:05%20GMT	https://game.busidol.com/BUSIDOL_GAME_GLO/image/facebook/title_prebetatest.png	C:/My%20Web%20Sites/ElDorado%20Busidol%20(1)/game.busidol.com/BUSIDOL_GAME_GLO/image/facebook/title_prebetatest.f.delayed	(from https://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
14:16:08	329/329	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:16:07%20GMT	https://game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_leftbt.png	C:/My%20Web%20Sites/ElDorado%20Busidol%20(1)/game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_leftbt.10.delayed	(from https://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
14:16:10	336/336	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:16:09%20GMT	https://game.busidol.com/BUSIDOL_GAME_GLO/image/ui/2_selectmap/sm_returnIcon.png	C:/My%20Web%20Sites/ElDorado%20Busidol%20(1)/game.busidol.com/BUSIDOL_GAME_GLO/image/ui/2_selectmap/sm_returnIcon.11.delayed	(from https://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
14:16:11	335/335	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:16:10%20GMT	https://game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_leftbt_focus.png	C:/My%20Web%20Sites/ElDorado%20Busidol%20(1)/game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_leftbt_focus.12.delayed	(from https://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
14:16:13	336/336	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:16:12%20GMT	https://game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_rightbt_focus.png	C:/My%20Web%20Sites/ElDorado%20Busidol%20(1)/game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_rightbt_focus.13.delayed	(from https://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
14:16:15	330/330	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:16:14%20GMT	https://game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_rightbt.png	C:/My%20Web%20Sites/ElDorado%20Busidol%20(1)/game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_rightbt.14.delayed	(from https://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
14:16:17	334/334	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:16:16%20GMT	https://game.busidol.com/BUSIDOL_GAME_GLO/image/ui/1_mainmenu/mm_startIcon.png	C:/My%20Web%20Sites/ElDorado%20Busidol%20(1)/game.busidol.com/BUSIDOL_GAME_GLO/image/ui/1_mainmenu/mm_startIcon.15.delayed	(from https://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
14:16:19	331/331	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:16:18%20GMT	https://game.busidol.com/BUSIDOL_GAME_GLO/image/ui/1_mainmenu/mm_mainbt.png	C:/My%20Web%20Sites/ElDorado%20Busidol%20(1)/game.busidol.com/BUSIDOL_GAME_GLO/image/ui/1_mainmenu/mm_mainbt.16.delayed	(from https://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
