date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:22:08	6661/6661	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:07%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/login_page.php?mode=JUMP&language=EN	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/login_page.12f921.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/login_page.php)
14:22:10	8569/8569	---M--	200	added ('OK')	text/html	etag:%222c0da2-2179-5bd38e5df7b00%22	http://game.busidol.com/BUSIDOL_GAME_GLO/policy_eng.html	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/policy_eng.html	(from http://game.busidol.com/BUSIDOL_GAME_GLO/login_page.php)
14:22:10	305932/305932	---M--	200	added ('OK')	image/jpeg	etag:%222c0d37-4ab0c-5b20002300980%22	http://game.busidol.com/BUSIDOL_GAME_GLO/image/intro_bg.jpg	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/image/intro_bg.jpg	(from http://game.busidol.com/BUSIDOL_GAME_GLO/login_page.php)
14:22:12	335/335	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:11%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.16.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/css/bootstrap.min.css)
14:22:13	85571/85571	---M--	200	added ('OK')	text/html	etag:%222c0f2b-14e43-5dedfd0666cc0%22	http://game.busidol.com/BUSIDOL_GAME_GLO/service_eng.html	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/service_eng.html	(from http://game.busidol.com/BUSIDOL_GAME_GLO/login_page.php)
14:22:14	335/335	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:12%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.17d41d.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/css/bootstrap.min.css)
14:22:15	337/337	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:14%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.18.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/css/bootstrap.min.css)
14:22:16	336/336	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:15%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.19.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/css/bootstrap.min.css)
14:22:17	59132/59132	---M--	200	added ('OK')	image/png	etag:%222c0eaf-e6fc-5c2202ec5a4c0%22	http://game.busidol.com/BUSIDOL_GAME_GLO/image/app_icon/appicon_jumpjump_eng.png	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/image/app_icon/appicon_jumpjump_eng.png	(from http://game.busidol.com/BUSIDOL_GAME_GLO/login_page.php)
14:22:17	335/335	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:16%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.1a.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/css/bootstrap.min.css)
14:22:18	335/335	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:17%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/fonts/glyphicons-halflings-regular.1b.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/css/bootstrap.min.css)
14:22:19	123819/123819	---M--	200	added ('OK')	image/png	etag:%222c0ead-1e3ab-5c1b742e47e40%22	http://game.busidol.com/BUSIDOL_GAME_GLO/image/app_icon/appicon_slidingpuzzle_eng.png	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/image/app_icon/appicon_slidingpuzzle_eng.png	(from http://game.busidol.com/BUSIDOL_GAME_GLO/login_page.php)
14:22:19	333/333	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:18%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/image/facebook/title_prebetatest.png	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/image/facebook/title_prebetatest.1c.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
14:22:20	328/328	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:19%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_leftbt.png	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_leftbt.1d.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
14:22:21	335/335	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:20%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/image/ui/2_selectmap/sm_returnIcon.png	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/image/ui/2_selectmap/sm_returnIcon.1e.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
14:22:22	334/334	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:21%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_leftbt_focus.png	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_leftbt_focus.1f.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
14:22:23	335/335	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:22%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_rightbt_focus.png	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_rightbt_focus.20.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
14:22:24	329/329	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:23%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_rightbt.png	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/image/ui/0_common/co_rightbt.21.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
14:22:25	333/333	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:24%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/image/ui/1_mainmenu/mm_startIcon.png	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/image/ui/1_mainmenu/mm_startIcon.22.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
14:22:26	330/330	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:25%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/image/ui/1_mainmenu/mm_mainbt.png	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/image/ui/1_mainmenu/mm_mainbt.23.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/css/Main.css)
14:22:27	14934/14934	---M--	200	added ('OK')	text/html	etag:%222c0d9e-3a56-5bd38e77b77c0%22	http://game.busidol.com/BUSIDOL_GAME_GLO/policy.html	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/policy.html	(from http://game.busidol.com/BUSIDOL_GAME_GLO/policy_eng.html)
14:22:28	345/345	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:27%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ec%98%81%eb%ac%b8).files/filelist.xml	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ec%98%81%eb%ac%b8).files/filelist.25.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/service_eng.html)
14:22:29	345/345	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:28%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ec%98%81%eb%ac%b8).files/item0001.xml	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ec%98%81%eb%ac%b8).files/item0001.26.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/service_eng.html)
14:22:30	347/347	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:29%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ec%98%81%eb%ac%b8).files/themedata.thmx	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ec%98%81%eb%ac%b8).files/themedata.27.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/service_eng.html)
14:22:31	355/355	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:30%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ec%98%81%eb%ac%b8).files/colorschememapping.xml	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ec%98%81%eb%ac%b8).files/colorschememapping.28.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/service_eng.html)
14:22:32	318/318	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:31%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80.29.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/service_eng.html)
14:22:35	96742/96742	---M--	200	added ('OK')	text/html	etag:%222c0f29-179e6-5dedf2af006c0%22	http://game.busidol.com/BUSIDOL_GAME_GLO/service.html	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/service.html	(from http://game.busidol.com/BUSIDOL_GAME_GLO/service_eng.html)
14:22:36	345/345	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:35%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ed%95%9c%ea%b8%80).files/filelist.xml	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ed%95%9c%ea%b8%80).files/filelist.2b.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/service.html)
14:22:37	345/345	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:36%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ed%95%9c%ea%b8%80).files/item0001.xml	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ed%95%9c%ea%b8%80).files/item0001.2c.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/service.html)
14:22:38	347/347	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:37%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ed%95%9c%ea%b8%80).files/themedata.thmx	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ed%95%9c%ea%b8%80).files/themedata.2d.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/service.html)
14:22:39	355/355	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2019:22:38%20GMT	http://game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ed%95%9c%ea%b8%80).files/colorschememapping.xml	C:/My%20Web%20Sites/Eldorado%20(2)/game.busidol.com/BUSIDOL_GAME_GLO/%ec%84%9c%eb%b9%84%ec%8a%a4%ec%9d%b4%ec%9a%a9%ec%95%bd%ea%b4%80(%ed%95%9c%ea%b8%80).files/colorschememapping.2e.delayed	(from http://game.busidol.com/BUSIDOL_GAME_GLO/service.html)
